Genus,Species,Genus Specis,Common Name,Compound Name,Reference (Nature format)
Tephrosia,greandiflora,Tephrosia greandiflora,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Tephrosia,incana,Tephrosia incana,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Tetmgortolobu,(1 species),Tetmgortolobu (1 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Tetragonolobus,palestinus,Tetragonolobus palestinus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Tetragonolobus,purpureus,Tetragonolobus purpureus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,(8 species),Trifolium (8 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Trifolium,alpinum,Trifolium alpinum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,angustifolium,Trifolium angustifolium,,Canavanine,"Elamine, Y., Alaiz, M., Giron-Calle, J., Guine, R. P. F. & Vioque, J. Nutritional Characteristics of the Seed Protein in 23 Mediterranean Legumes. Agronomy-Basel 12 (2022). https://doi.org/10.3390/agronomy12020400"
Trifolium,bejariense,Trifolium bejariense,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,declinatum,Trifolium declinatum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,dubium,Trifolium dubium,,Canavanine,"Bell, E. A. Canavanine and related compounds in Leguminosae. Biochem J 70, 617-619 (1958). https://doi.org/10.1042/bj0700617"
Trifolium,dubium,Trifolium dubium,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Trifolium,dubium,Trifolium dubium,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,hydridum,Trifolium hydridum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,incarnatum,Trifolium incarnatum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,pannonicum,Trifolium pannonicum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,pratense,Trifolium pratense,,Canavanine,"Bell, E. A. Canavanine in the Leguminosae. Biochem J 75, 618-620 (1960). https://doi.org/10.1042/bj0750618"
Trifolium,pratense,Trifolium pratense,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Trifolium,pratense,Trifolium pratense,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,repens,Trifolium repens,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Trifolium,repens,Trifolium repens,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trifolium,repens,Trifolium repens,,Canavanine,"Elamine, Y., Alaiz, M., Giron-Calle, J., Guine, R. P. F. & Vioque, J. Nutritional Characteristics of the Seed Protein in 23 Mediterranean Legumes. Agronomy-Basel 12 (2022). https://doi.org/10.3390/agronomy12020400"
Trigonella,(3 species),Trigonella (3 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Trigonella,arabica,Trigonella arabica,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trigonella,caerulea,Trigonella caerulea,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Trigonella,foanum-graecum,Trigonella foanum-graecum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Uraria,picta,Uraria picta,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Uraria,picta,Uraria picta,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,(17 species),Vicia (17 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Vicia,articulata,Vicia articulata,One-flowered vetch,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,articulata,Vicia articulata,One-flowered vetch,Canavanine,"Vioque, R. S. et al. Contents of total protein, L-canavanine and condensed tannins of the one-flowered vetch (Vicia articulata Hornem.) collection of the Bank of Plant Germplasm of Cuenca (Spain). Genetic Resources and Crop Evolution 55, 949-957 (2008). https://doi.org/10.1007/s10722-007-9302-x"
Vicia,augustifolia,Vicia augustifolia,,Canavanine,"Kamo, T., Tokuoka, Y. & Miyazaki, M. Quantification of Canavanine, 2-Aminoethanol, and Cyanamide in Aphis craccivora and its Host Plants, Robinia pseudoacacia and Vicia angustifolia: Effects of These Compounds on Larval Survivorship of Harmonia axyridis. Journal of Chemical Ecology 38, 1552-1560 (2012). https://doi.org/10.1007/s10886-012-0220-9"
Vicia,benghalensis,Vicia benghalensis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,benghalensis,Vicia benghalensis,,Canavanine,"Kamo, T., Sakurai, S., Yamanashi, T. & Todoroki, Y. Cyanamide is biosynthesized from L-canavanine in plants. . Sci Rep 5, 10527 (2015). https://doi.org/10.1038/srep10527"
Vicia,cassubica,Vicia cassubica,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,cracca,Vicia cracca,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,cracca,Vicia cracca,,Canavanine,"Kamo, T., Sakurai, S., Yamanashi, T. & Todoroki, Y. Cyanamide is biosynthesized from L-canavanine in plants. . Sci Rep 5, 10527 (2015). https://doi.org/10.1038/srep10527"
Vicia,dalmatica,Vicia dalmatica,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,disperma,Vicia disperma,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,disperma,Vicia disperma,,Canavanine,"Megías, C., Cortés-Giraldo, I., Girón-Calle, J., Vioque, J. & Alaiz, M. Determination of L-canavanine and other free amino acids in  (Fabaceae) seeds by precolumn derivatization using diethyl ethoxymethylenemalonate and reversed-phase high-performance liquid chromatography. Talanta 131, 95-98 (2015). https://doi.org/10.1016/j.talanta.2014.07.077"
Vicia,ervilia,Vicia ervilia,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,ervilia,Vicia ervilia,,Canavanine,"Irakli, M., Tsialtas, I. T. & Lazaridou, A. Determination of Free and Total Underivatized Amino Acids Including L-Canavanine in Bitter Vetch Seeds Using Hydrophilic Interaction Liquid Chromatography. Anal Lett 51, 2600-2611 (2018). https://doi.org/10.1080/00032719.2018.1444048"
Vicia,ervilia,Vicia ervilia,,Canavanine,"Vioque, J., Giron-Calle, J., Torres-Salas, V., Elamine, Y. & Alaiz, M. Characterization of Vicia ervilia (bitter vetch) seed proteins, free amino acids, and polyphenols. J Food Biochem 44, e13271 (2020). https://doi.org/10.1111/jfbc.13271"
Vicia,faba,Vicia faba,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia , gigantea,Vicia   gigantea,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Vicia , gigantea,Vicia   gigantea,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,hirsuta,Vicia hirsuta,,Canavanine,"Bell, E. A. Canavanine in the Leguminosae. Biochem J 75, 618-620 (1960). https://doi.org/10.1042/bj0750618"
Vicia,hirsuta,Vicia hirsuta,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Vicia,hirsuta,Vicia hirsuta,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,ludoviciana,Vicia ludoviciana,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,monantha,Vicia monantha,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,pulchella,Vicia pulchella,,Canavanine,"Abozeid, A., Liu, J., Liu, Y., Wang, H. & Tang, Z. Gas chromatography mass spectrometry-based metabolite profiling of two sweet-clover vetches via multivariate data analyses. Botany Letters 164, 385-391 (2017). https://doi.org/10.1080/23818107.2017.1373703"
Vicia,salloi,Vicia salloi,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,sativa,Vicia sativa,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,sepium,Vicia sepium,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,sylvatica,Vicia sylvatica,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,tenuifolia,Vicia tenuifolia,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,tenuissima,Vicia tenuissima,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,tetrasperma,Vicia tetrasperma,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,villosa,Vicia villosa,Hairy vetch,Canavanine,"Mardani-Korrani, H. et al. L-Canavanine, a Root Exudate From Hairy Vetch () Drastically Affecting the Soil Microbial Community and Metabolite Pathways. Frontiers in Microbiology 12 (2021). https://doi.org/10.3389/fmicb.2021.701796"
Vicia,villosa,Vicia villosa,Hairy vetch,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Vicia,villosa,Vicia villosa,Hairy vetch,Canavanine,"Kamo, T., Sakurai, S., Yamanashi, T. & Todoroki, Y. Cyanamide is biosynthesized from L-canavanine in plants. . Sci Rep 5, 10527 (2015). https://doi.org/10.1038/srep105"
Vicia,villosa,Vicia villosa,Hairy vetch,Canavanine,"Sasamoto, H. et al. Evaluation of canavanine as an allelochemical in etiolated seedlings of Vicia villosa Roth: protoplast co-culture method with digital image analysis. In Vitro Cellular & Developmental Biology: Plant 55, 296-304 (2019). https://doi.org/10.1007/s11627-019-09985-3"
Vicia,villosa,Vicia villosa,Hairy vetch,Canavanine,"Mardani-Korrani, H. et al. L-Canavanine, a Root Exudate From Hairy Vetch () Drastically Affecting the Soil Microbial Community and Metabolite Pathways. Frontiers in Microbiology 12 (2021). https://doi.org/10.3389/fmicb.2021.701796"
Wisteria,floribunda,Wisteria floribunda,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Wisteria,floribunda,Wisteria floribunda,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Wisteria,sinensis,Wisteria sinensis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Wstaria,(3 species),Wstaria (3 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Canavalia,ensiformis,Canavalia ensiformis,Jack Bean,Canaline,"Miersch, J. [Detection and isolation of canaline (2-amino-4-aminohydroxybutyric acid)]. Naturwissenschaften 54, 169-170 (1967). https://doi.org/10.1007/BF00590846"
Canavalia,ensiformis,Canavalia ensiformis,Jack Bean,Canaline,"Sugi, M., Miura, H. & Nagata, K. A New Radiometric Determination of L-Canaline. Analytical Biochemistry 92, 265-269 (1979). "
Canavalia,ensiformis,Canavalia ensiformis,Jack Bean,Canaline,"Rosenthal, G. A., Berge, M. A. & Bleiler, J. A. A novel mechanism for detoxification of L-canaline. Biochem. Syst. Ecol. 17, 203-206 (1989). https://doi.org/10.1016/0305-1978(89)90081-1"
Astragalus,sinicus,Astragalus sinicus,Milkvetch,Canaline,"In-Atoini, H., Inuga, F. & Marakami, T. Isolierung und Identifizierung von Canalin in den unreifen Samen von Astragalus sinicus L. . Chem. Pharm. Bull. 16, 2521 (1968). "
,,Chinese Green Tea,Chinese Green Tea,Canaline,"Jing, J., Shi, Y., Zhang, Q., Wang, J. & Ruan, J. Prediction of Chinese green tea ranking by metabolite profiling using ultra-performance liquid chromatography-quadrupole time-of-flight mass spectrometry (UPLC-Q-TOF/MS). Food Chemistry 221, 311-316 (2017). https://doi.org/10.1016/j.foodchem.2016.10.068"
Dysoxylum,binectariferum Hook,Dysoxylum binectariferum Hook,,Indospicine,"Kumara, P. M. et al. Desorption electrospray ionization (DESI) mass spectrometric imaging of the distribution of rohitukine in the seedling of Dysoxylum binectariferum Hook. f. PLoS One 11, e0158099/0158091-e0158099/0158014 (2016). https://doi.org/10.1371/journal.pone.0158099"
Erythrina,variegata,Erythrina variegata,Indian coral tree,Indospicine,"Martins, J. & Brijesh, S. Anti-depressant activity of Erythrina variegata bark extract and regulation of monoamine oxidase activities in mice. Journal of Ethnopharmacology 248, 112280 (2020). https://doi.org/10.1016/j.jep.2019.112280"
Indigofera,circinella,Indigofera circinella,,Indospicine,"Tan, E. T. T., Fletcher, M. T., Yong, K. W. L., D'Arcy, B. R. & Al Jassim, R. Determination of Hepatotoxic Indospicine in Australian Camel Meat by Ultra-Performance Liquid Chromatography-Tandem Mass Spectrometry. Journal of Agricultural and Food Chemistry 62, 1974-1979 (2014). https://doi.org/10.1021/jf4052495"
Indigofera,colutea,Indigofera colutea,,Indospicine,"Tan, E. T. T., Fletcher, M. T., Yong, K. W. L., D'Arcy, B. R. & Al Jassim, R. Determination of Hepatotoxic Indospicine in Australian Camel Meat by Ultra-Performance Liquid Chromatography-Tandem Mass Spectrometry. Journal of Agricultural and Food Chemistry 62, 1974-1979 (2014). https://doi.org/10.1021/jf4052495"
Indigofera,colutea,Indigofera colutea,,Indospicine,"Tan, E. T. T. et al. Seasonal and Species Variation of the Hepatotoxin Indospicine in Australian Indigofera Legumes As Measured by UPLC-MS/MS. Journal of Agricultural and Food Chemistry 64, 6613-6621 (2016). https://doi.org/10.1021/acs.jafc.6b02437"
Indigofera,hendecaphylla,Indigofera hendecaphylla,,Indospicine,"Tan, E. T. T., Fletcher, M. T., Yong, K. W. L., D'Arcy, B. R. & Al Jassim, R. Determination of Hepatotoxic Indospicine in Australian Camel Meat by Ultra-Performance Liquid Chromatography-Tandem Mass Spectrometry. Journal of Agricultural and Food Chemistry 62, 1974-1979 (2014). https://doi.org/10.1021/jf4052495"
Indigofera,hirsuta,Indigofera hirsuta,,Indospicine,"Tan, E. T. T., Fletcher, M. T., Yong, K. W. L., D'Arcy, B. R. & Al Jassim, R. Determination of Hepatotoxic Indospicine in Australian Camel Meat by Ultra-Performance Liquid Chromatography-Tandem Mass Spectrometry. Journal of Agricultural and Food Chemistry 62, 1974-1979 (2014). https://doi.org/10.1021/jf4052495"
Indigofera,lespedezioides,Indigofera lespedezioides,,Indospicine,"Aylward, J. H., Court, R. D., Haydock, K. P., Strickland, R. W. & Hegarty, M. P. Indigofera species with agronomic potential in the tropics. Rat toxicity studies. Aust. J. Agric. Res. 38, 177-186 (1987). https://doi.org/10.1071/ar9870177.         Lima, E. F. et al. Poisoning by Indigofera lespedezioides in horses. Toxicon 60, 324-328 (2012). https://doi.org/10.1016/j.toxicon.2012.04.341"
Indigofera,linifolia,Indigofera linifolia,,Indospicine,"Tan, E. T. T., Al Jassim, R., D'Arcy, B. R. & Fletcher, M. T. Level of natural hepatotoxin (Indospicine) contamination in Australian camel meat. Food Additives & Contaminants, Part A: Chemistry, Analysis, Control, Exposure & Risk Assessment 33, 1587-1595 (2016). https://doi.org/10.1080/19440049.2016.1224932"
Indigofera,linifolia,Indigofera linifolia,,Indospicine,"Tan, E. T. T. et al. Seasonal and Species Variation of the Hepatotoxin Indospicine in Australian Indigofera Legumes As Measured by UPLC-MS/MS. Journal of Agricultural and Food Chemistry 64, 6613-6621 (2016). https://doi.org/10.1021/acs.jafc.6b02437"
Indigofera,linnaei,Indigofera linnaei,,Indospicine,"Pollitt, S., Hegarty, M. P. & Pass, M. A. Analysis of the amino acid indospicine in biological samples by High Performance Liquid Chromatography. Natural Toxins 7, 233-240 (1999). https://doi.org/10.1002/1522-7189(199911/12)7:6<233::aid-nt59>3.0.co;2-3"
Indigofera,linnaei,Indigofera linnaei,,Indospicine,"Bell, E. A. The discovery of BMAA, and examples of biomagnification and protein incorporation involving other non-protein amino acids. Amyotroph Lateral Scler 10 Suppl 2, 21-25 (2009). https://doi.org/10.3109/17482960903268700"
Indigofera,linnaei,Indigofera linnaei,,Indospicine,"Tan, E. T. T. et al. Seasonal and Species Variation of the Hepatotoxin Indospicine in Australian Indigofera Legumes As Measured by UPLC-MS/MS. Journal of Agricultural and Food Chemistry 64, 6613-6621 (2016). https://doi.org/10.1021/acs.jafc.6b02437"
Indigofera,migritana,Indigofera migritana,,Indospicine,"Aylward, J. H., Court, R. D., Haydock, K. P., Strickland, R. W. & Hegarty, M. P. Indigofera species with agronomic potential in the tropics. Rat toxicity studies. Aust. J. Agric. Res. 38, 177-186 (1987). https://doi.org/10.1071/ar9870177"
Indigofera,suffruticosa,Indigofera suffruticosa,,Indospicine,"Tan, E. T. T., Fletcher, M. T., Yong, K. W. L., D'Arcy, B. R. & Al Jassim, R. Determination of Hepatotoxic Indospicine in Australian Camel Meat by Ultra-Performance Liquid Chromatography-Tandem Mass Spectrometry. Journal of Agricultural and Food Chemistry 62, 1974-1979 (2014). https://doi.org/10.1021/jf4052495"
Indigofera,trita,Indigofera trita,,Indospicine,"Tan, E. T. T., Fletcher, M. T., Yong, K. W. L., D'Arcy, B. R. & Al Jassim, R. Determination of Hepatotoxic Indospicine in Australian Camel Meat by Ultra-Performance Liquid Chromatography-Tandem Mass Spectrometry. Journal of Agricultural and Food Chemistry 62, 1974-1979 (2014). https://doi.org/10.1021/jf4052495"
Indigofera,volkensii,Indigofera volkensii,,Indospicine,"Aylward, J. H., Court, R. D., Haydock, K. P., Strickland, R. W. & Hegarty, M. P. Indigofera species with agronomic potential in the tropics. Rat toxicity studies. Aust. J. Agric. Res. 38, 177-186 (1987). https://doi.org/10.1071/ar9870177"
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Hegarty, M. P. & Pound, A. W. Indospicine, a new hepatotoxic amino acid from Indigofera spicata. Nature 217, 354-355 (1968). https://doi.org/10.1038/217354a0"
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Christie, G. S., Madsen, N. P. & Hegarty, M. P. Acute biochemical changes in rat liver induced by the naturally-occurring amino acid indospicine. Biochemical Pharmacology 18, 693-700 (1969). https://doi.org/10.1016/0006-2952(69)90039-2"
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Hegarty, M. P. & Pound, A. W. Indospicine, a hepatotoxic amino acid from Indigofera spicata: isolation, structure, and biological studies. Australian Journal of Biological Sciences 23, 831-842 (1970). https://doi.org/10.1071/bi9700831"
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Pearn, J. H. & Hegarty, M. P. Indospicine--the teratogenic factor from Indigofera spicata extract causing cleft palate. Br J Exp Pathol 51, 34-36 (1970). "
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Christie, G. S., Wilson, M. & Hegarty, M. P. Effects on the liver in the rat of ingestion of Indigofera spicata, a legume containing an inhibitor of arginine metabolism. Journal of Pathology 117, 195-205 (1975). https://doi.org/10.1002/path.1711170402"
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Aylward, J. H., Court, R. D., Haydock, K. P., Strickland, R. W. & Hegarty, M. P. Indigofera species with agronomic potential in the tropics. Rat toxicity studies. Aust. J. Agric. Res. 38, 177-186 (1987). https://doi.org/10.1071/ar9870177"
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Ossedryver, S. M. et al. Indigofera spicata (creeping indigo) poisoning of three ponies. Aust Vet J 91, 143-149 (2013). https://doi.org/10.1111/avj.12032"
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Tan, E. T. T. et al. Accumulation, Persistence, and Effects of Indospicine Residues in Camels Fed Indigofera Plant. Journal of Agricultural and Food Chemistry 64, 6622-6629 (2016). https://doi.org/10.1021/acs.jafc.6b02707"
Indigofera,spicata,Indigofera spicata,Creeping indigo,Indospicine,"Tan, E. T. T. et al. Seasonal and Species Variation of the Hepatotoxin Indospicine in Australian Indigofera Legumes As Measured by UPLC-MS/MS. Journal of Agricultural and Food Chemistry 64, 6613-6621 (2016). https://doi.org/10.1021/acs.jafc.6b02437"
Euphorbia, myrsinitis,Euphorbia  myrsinitis,,meta-Tyrosine,"Mothes, F. K., Schutte, H. R., Miller, P., Ardenne, M. v. & Tummler, R. m -Tyrosin, eine neue Aminosäure aus dem Milchsaft von Euphorbia M yrsinites L. . Z. Naturforschg. 19b, 1161-1162 (1964). "
Euphorbia,jolkinii,Euphorbia jolkinii,,meta-Tyrosine,"Luo, S. et al. Defensive Specialized Metabolites from the Latex of Euphorbia jolkinii. J Chem Ecol 49, 287-298 (2023). https://doi.org/10.1007/s10886-023-01413-6"
